place_name,author,rating,text
Jetts 24 Hour Fitness Asoke,Som Som,4,"This is the only Jett’s gym with an outdoor area that I could find in my area - it used to be at Parc 39 but they closed down.

I’m overall satisfied with the gym, but there are things that can be better:

1. You don’t know what time the lockers actually get cleared out or if there are special privileges for those with personal trainers. I keep seeing the same clothes in one of the unlocked lockers so there is a bit of an inconsistency here.

2. The rooftop door keeps getting broken - maybe find someone who knows how to make a practical door that doesn’t break in less than a month every time it gets fixed?

3. There was a broken shower head and a few broken things in some of the washrooms and they remain that way for a long time.

4. The tissue dispenser box at the outdoor area keeps falling apart. With how busy the gym gets, I’m sure there’s enough funds to fix these minor issues.

For the price I get, I don’t think it’s that bad, but it can definitely improve especially with how crowded it gets  - that’s a lot of people paying for a good service."
Jetts 24 Hours Fitness - Siam Square One,S G,3,"Some equipments need to be fixed and maintenance. For the price I don't think it's worth it because of the equipment.

Facility is ok and other amenities.

The staff is friendly and ok."
Jetts 24 Hours Fitness - Siam Square One,Chenyu Liu,5,"As a traveler, I bought a day pass with 500 bait.Facilities in good condition, very well maintained. Shower and toilet is clean. Staffs are very helpful . They make me feeling that Bangkok is such a nice and friendly city. Thank you Jetts"
Jetts 24 Hours Fitness - Siam Square One,Sao Kongpan,4,"Nice place , clean, easy to find. I tried Zumba class for the first time and it was free!!!!"
Jetts 24 Hours Fitness - Siam Square One,Ruby Lib,5,"Good. Available 24 hours. Very crowded at evening. The inside is clean and have well social distancing. The machines have a good maintenance. Bathroom is available but no towel, soap nor shampoo. Free refilled drinking water with your own bottle. The price was proper to its qaulity."
Jetts 24 Hours Fitness - Siam Square One,Alex CP,5,I got a pass for a single month while I was in Bangkok. The staff is very nice and the gym has everything one needs for proper training.
Jetts 24 Hour Fitness The Phyll เจ็ทส์ ฟิตเนส 24 ชั่วโมง เดอะฟิล,AC Wynn,3,"I go to this gym all the time cause it's walkable from my home but this gym is less equipped and maintained compared to other Jetts branches in town. The space is smaller than the others and can be really busy in the evenings after 4/5 pm. There's only one lat pull down cable machine and one squat rack (plus one Smith machine to substitute but I like free weights more) so it can be hectic when it's busy. The bathrooms need more maintenance as I usually see clogs in the sink and the shower drains.
But if you have time to go there during off peak hours, it's good enough to progress your training without much hassle. The members are pretty chilled and nice. The staff are okay, they mostly leave you alone, which is what I like in a gym 😅."
Jetts 24 Hour Fitness The Phyll เจ็ทส์ ฟิตเนส 24 ชั่วโมง เดอะฟิล,Ryan,1,"poor management service and irresponsible.
Such an disappointment!
Employees are not helpful and terrible communicators . All  they want from the customers is  to buy their PT package.
I’ve never seen such horrible service in Thailand before."
Jetts 24 Hour Fitness The Phyll เจ็ทส์ ฟิตเนส 24 ชั่วโมง เดอะฟิล,Christian H.,1,They always take the money from the bank even you’ve canceled the contract. They did it twice and the machines are the real bone killers 🦴 this is not an accident ( see other comments)
Jetts 24 Hour Fitness The Phyll เจ็ทส์ ฟิตเนส 24 ชั่วโมง เดอะฟิล,Tharit,1,"PT = peaked in high school. Bully mentality especially the tall guy with the tattoo, bro chill you think you’re in a training montage, so cringe"
Jetts 24 Hour Fitness The Phyll เจ็ทส์ ฟิตเนส 24 ชั่วโมง เดอะฟิล,Kim Phan,5,"Love love this Jett’s. They offer so different kind of classes even have only one room for the classes. But you can attend them all and have a mix of different workouts.
Very nice ppl working out there, giving you the feeling of „we’re doing it together, you’re not alone! We’re a team!“ and also the staff are super friendly, always helping me out. I subscribed for a week during my vacation in Bangkok and this is far the most enjoyable gym I’ve ever visited ❤️❤️❤️❤️"
Jetts Black Park Silom,Daniel Wileman,1,"If you're looking for a gay gym in bangkok this is for you. If you like weights left on machines and on the floor, this is right for you. If you're looking for a gym that says "" no binding contract "" on their website but you need to sign a contract that's difficult to get out of, this gym is for you.
If you want a good gym without any of this, LOOK ELSEWHERE."
Jetts Black Park Silom,Kai Levis,5,"No day pass needed - just sign up online for a free trial and show up, tell them you signed up online and they give you a 3 day free trial pass. No fuss, no sales attempt was made. Very convenient. Good gym with all new equipment and all you need for a workout. Its inside the mall, on the 3rd floor."
Jetts Black Park Silom,Joshua Chaisson,4,"Gym is very clean. All the equipment is new and has almost anything you are looking for in terms of equipment. Lockers use codes so you don’t need to bring your own locker. They have towels but only large towels.

Opportunities for improvement: 1.) Offer small towels for use on the equipment. 2.) Add more barbell weights. There are not enough for the equipment. Kind of surprised how few there were."
Jetts Black Park Silom,Joao Campos,1,"Yesterday, I signed up for a 3-month membership at Jetts 24-Hour Gym. Today, I went to Jetts Black in Park Silom at 19:35 PM to upgrade my membership. I had my gym gear and was ready to work out. I spoke with the staff on duty, requesting an upgrade which i was already ready to pay the difference in price. The staff contacted the manager named ""Got"", who informed them that upgrades could only be processed the next day, which meant I couldn't work out.

I politely asked if could be possible to workout today and enrol tomorrow offering a deposit, but they said I wasn't allowed to enter the gym. Essentially, I was kicked out. I definitely won't be returning to this Jetts Black.

This manager named ""GOT"" shouldn't be working on customer service."
Jetts Black Park Silom,Andrew John,3,"Never seen a gym full of people that don't look like they go to a Gym.   Machines occupied by ""Scrollers"" people sitting on equipment looking aimlessly at they cell phone.   Its like Starbucks with gym equipment."
Jetts 24 Hour Fitness - Silom Connect,Charlene Liang,2,"The staff is really nice, but they don’t speak much English. A one-day pass is 500 THB and a 3-day pass is 1000 THB. They also have a time limit on when you can use the gym, which I found a bit restrictive. Personally, I think the price is pretty ridiculous, so I didn’t end up going inside. Not sure how the equipment is, but if you don’t mind the cost, you can check it out."
